number,review_title,reviewed_at,reviewed_by,images,crawled_at,url,hotel_name,hotel_url,nationality,rating,review_text,raw_review_text,tags,meta
10,Super romantic venue in a cosy town.,25-Jan-21,Marie-louise,,14-00-2023,https://www.booking.com/reviews/be/hotel/love-nest-versailles-style.en-gb.html?label=gen173nr-1BCA0oFUIabG92ZS1uZXN0LXZlcnNhaWxsZXMtc3R5bGVIM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQGIAgGoAgO4Au2p14cGwAIB0gIkNmM2ZjMyNGYtNzJkYS00YzZkLTliYWYtOGYzZjllNWUzZmUw2AIF4AIB;sid=feb803026716f6d7de838a74aaffe6b3;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Love Nest Versailles - Unique Louis XIV decoration - Calm location right IN city center,https://www.booking.com/hotel/be/love-nest-versailles-style.en-gb.html?label=gen173nr-1FCA0oFUIabG92ZS1uZXN0LXZlcnNhaWxsZXMtc3R5bGVIM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQH4AQuIAgGoAgO4Au2p14cGwAIB0gIkNmM2ZjMyNGYtNzJkYS00YzZkLTliYWYtOGYzZjllNWUzZmUw2AIG4AIB;sid=6891a59907ed008c879669a398b5df5b,Belgium,10.0,Romantic room just around the corner from the train station.  Nice and different setting from most rooms with cute details. Excellent internet connection and Netflix available.,"<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Romantic room just around the corner from the train station.  Nice and different setting from most rooms with cute details. Excellent internet connection and Netflix available.</span></p>",Leisure trip~Couple~Deluxe Double Room with Bath~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
11,Exceptional,01-Jul-19,Stephen,,01-00-2022,https://www.booking.com/reviews/be/hotel/gite-namaste.en-gb.html?label=gen173nr-1BCA0oFUIMZ2l0ZS1uYW1hc3RlSDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEBiAIBqAIDuALtqdeHBsACAdICJDM2NWY2YzBkLTAyYzktNDc0ZC05N2RmLTk1YzhkNGNjODdjYtgCBeACAQ;sid=219ef967c9a35e0367a6f1ef0ece9159;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Gite Namaste,https://www.booking.com/hotel/be/gite-namaste.en-gb.html?label=gen173nr-1FCA0oFUIMZ2l0ZS1uYW1hc3RlSDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEB-AELiAIBqAIDuALtqdeHBsACAdICJDM2NWY2YzBkLTAyYzktNDc0ZC05N2RmLTk1YzhkNGNjODdjYtgCBuACAQ;sid=112feb5c809e55c93c7a10cb30d87aae,United Kingdom,10.0,"Nothing,

Everything- great to have a whole property for less than the price of a hotel","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Nothing</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Everything- great to have a whole property for less than the price of a hotel </span></p>",Leisure trip~People with friends~Four-Bedroom House~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
12,Good,01-Feb-20,Lady,,27-00-2021,https://www.booking.com/reviews/be/hotel/stsauveur.en-gb.html?label=gen173nr-1BCA0oFUIJc3RzYXV2ZXVySDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEBiAIBqAIDuALtqdeHBsACAdICJDc0MDA5YzU2LTcxZWEtNDQxMS04YzAwLTcxZTYxZWI3YTkyM9gCBeACAQ;sid=2771074647254ed734fd41f6457b1d2b;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Hotel Saint Sauveur by WP Hotels,https://www.booking.com/hotel/be/stsauveur.en-gb.html?label=gen173nr-1FCA0oFUIJc3RzYXV2ZXVySDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEB-AELiAIBqAIDuALtqdeHBsACAdICJDc0MDA5YzU2LTcxZWEtNDQxMS04YzAwLTcxZTYxZWI3YTkyM9gCBuACAQ;sid=2771074647254ed734fd41f6457b1d2b,United Kingdom,7.5,"Would have like more coffee and some tea available in the room,

Bath a bit high to get out of, otherwise good comfortable room","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Would have like more coffee and some tea available in the room</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Bath a bit high to get out of, otherwise good comfortable room</span></p>",Leisure trip~People with friends~Suite~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
13,Very good,01-Aug-20,Felix,,02-00-2023,https://www.booking.com/reviews/be/hotel/b-amp-b-hof-beygaert.en-gb.html?label=gen173nr-1BCA0oFUIUYi1hbXAtYi1ob2YtYmV5Z2FlcnRIM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQGIAgGoAgO4Au2p14cGwAIB0gIkMjNiMWM3YjUtZjM4ZC00NGE4LTkxNWMtZWNhYTAwYjUzNjJi2AIF4AIB;sid=b9f6654948b1637c80f38e30e12d7ba3;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,B&B Hof Beygaert,https://www.booking.com/hotel/be/b-amp-b-hof-beygaert.en-gb.html?label=gen173nr-1FCA0oFUIUYi1hbXAtYi1ob2YtYmV5Z2FlcnRIM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQH4AQuIAgGoAgO4Au2p14cGwAIB0gIkMjNiMWM3YjUtZjM4ZC00NGE4LTkxNWMtZWNhYTAwYjUzNjJi2AIG4AIB;sid=b9f6654948b1637c80f38e30e12d7ba3,Netherlands,8.0,"Room is a bit dull. Some wall decorations or a plant would make the room more enjoyable.,

Unlike most B&B's it has an equiped kitchen.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Room is a bit dull. Some wall decorations or a plant would make the room more enjoyable.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Unlike most B&amp;B's it has an equiped kitchen.</span></p>",Leisure trip~Solo traveller~Deluxe Studio~Stayed 1 night,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
14,Superb,05-Jul-21,Luciano,,16-00-2023,https://www.booking.com/reviews/be/hotel/novotelgentcentrum.en-gb.html?label=gen173nr-1BCA0oFUISbm92b3RlbGdlbnRjZW50cnVtSDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEBiAIBqAIDuALtqdeHBsACAdICJDEwYTlmODkzLTQ1OTAtNDQ2ZC1iYzY4LWNlMTE2NzgyMzY0MNgCBeACAQ;sid=f1957066d60826d77e0dc9dd658ab074;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Novotel Gent Centrum,https://www.booking.com/hotel/be/novotelgentcentrum.en-gb.html?label=gen173nr-1FCA0oFUISbm92b3RlbGdlbnRjZW50cnVtSDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEB-AELiAIBqAIDuALtqdeHBsACAdICJDEwYTlmODkzLTQ1OTAtNDQ2ZC1iYzY4LWNlMTE2NzgyMzY0MNgCBuACAQ;sid=112feb5c809e55c93c7a10cb30d87aae,Sweden,9.0,The breakfast should be better for that hotel level.,"<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">The breakfast should be better for that hotel level.</span></p>",Business trip~Family with young children~Superior Double Room with Sofa Bed~Stayed 6 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
15,Exceptional,07-Oct-20,Claudia,,25-00-2024,https://www.booking.com/reviews/be/hotel/b-amp-b-place-jourdan.en-gb.html?label=gen173nr-1BCA0oFUIVYi1hbXAtYi1wbGFjZS1qb3VyZGFuSDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEBiAIBqAIDuALtqdeHBsACAdICJGFjNDcyMjI5LTJkNDgtNDgwYi1hZDZhLTc3MTQzZDUyNTg0NtgCBeACAQ;sid=6891a59907ed008c879669a398b5df5b;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,B&B Place Jourdan,https://www.booking.com/hotel/be/b-amp-b-place-jourdan.en-gb.html?label=gen173nr-1FCA0oFUIVYi1hbXAtYi1wbGFjZS1qb3VyZGFuSDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEB-AELiAIBqAIDuALtqdeHBsACAdICJGFjNDcyMjI5LTJkNDgtNDgwYi1hZDZhLTc3MTQzZDUyNTg0NtgCBuACAQ;sid=6891a59907ed008c879669a398b5df5b,Austria,10.0,"The B&B is located just next to Place Jourdan, so there are various options for dinner in the evening. The family is super nice and helpful and the breakfast is prepared in advance so everything is super COVID-safe!","<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The B&amp;B is located just next to Place Jourdan, so there are various options for dinner in the evening. The family is super nice and helpful and the breakfast is prepared in advance so everything is super COVID-safe!</span></p>",Business trip~Solo traveller~Standard Double Room~Stayed 2 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
16,Excellent,15-May-19,Derek,,24-00-2022,https://www.booking.com/reviews/be/hotel/villa-pura-vida.en-gb.html?label=gen173nr-1BCA0oFUIPdmlsbGEtcHVyYS12aWRhSDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEBiAIBqAIDuALtqdeHBsACAdICJGU0NzQxOGI5LTY1MTEtNDIzOS04MTc4LWFhZWZkNWUwMWU3ONgCBeACAQ;sid=112feb5c809e55c93c7a10cb30d87aae;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Villa Pura Vida,https://www.booking.com/hotel/be/villa-pura-vida.en-gb.html?label=gen173nr-1FCA0oFUIPdmlsbGEtcHVyYS12aWRhSDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEB-AELiAIBqAIDuALtqdeHBsACAdICJGU0NzQxOGI5LTY1MTEtNDIzOS04MTc4LWFhZWZkNWUwMWU3ONgCBuACAQ;sid=112feb5c809e55c93c7a10cb30d87aae,United Kingdom,9.6,"Nothing,

The peacefulness, the spectacular decor, the kindness of the hosts, nothing was to much trouble","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Nothing</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The peacefulness, the spectacular decor, the kindness of the hosts, nothing was to much trouble</span></p>",Leisure trip~Couple~Junior Suite~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
17,Exceptional,28-Dec-20,Adilson,https://cf.bstatic.com/xdata/images/xphoto/square60_ao/107140963.jpg?k=225e8d37a851f1692a9bff99fea82fa8d6bfb2b7d505d838fccc0359542afae6&o=,27-00-2021,https://www.booking.com/reviews/be/hotel/love-nest-versailles-style.en-gb.html?label=gen173nr-1BCA0oFUIabG92ZS1uZXN0LXZlcnNhaWxsZXMtc3R5bGVIM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQGIAgGoAgO4Au2p14cGwAIB0gIkNmM2ZjMyNGYtNzJkYS00YzZkLTliYWYtOGYzZjllNWUzZmUw2AIF4AIB;sid=feb803026716f6d7de838a74aaffe6b3;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Love Nest Versailles - Unique Louis XIV decoration - Calm location right IN city center,https://www.booking.com/hotel/be/love-nest-versailles-style.en-gb.html?label=gen173nr-1FCA0oFUIabG92ZS1uZXN0LXZlcnNhaWxsZXMtc3R5bGVIM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQH4AQuIAgGoAgO4Au2p14cGwAIB0gIkNmM2ZjMyNGYtNzJkYS00YzZkLTliYWYtOGYzZjllNWUzZmUw2AIG4AIB;sid=6891a59907ed008c879669a398b5df5b,Netherlands,10.0,"Nothing!,

Perfect! Near the central station and another facilities","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Nothing!</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Perfect! Near the central station and another facilities</span></p>",Leisure trip~Couple~Deluxe Double Room with Bath~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
18,Lovely break in a lovely area. Car absolutely required.,01-Aug-18,Anonymous,,11-00-2022,https://www.booking.com/reviews/be/hotel/gite-namaste.en-gb.html?label=gen173nr-1BCA0oFUIMZ2l0ZS1uYW1hc3RlSDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEBiAIBqAIDuALtqdeHBsACAdICJDM2NWY2YzBkLTAyYzktNDc0ZC05N2RmLTk1YzhkNGNjODdjYtgCBeACAQ;sid=219ef967c9a35e0367a6f1ef0ece9159;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Gite Namaste,https://www.booking.com/hotel/be/gite-namaste.en-gb.html?label=gen173nr-1FCA0oFUIMZ2l0ZS1uYW1hc3RlSDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEB-AELiAIBqAIDuALtqdeHBsACAdICJDM2NWY2YzBkLTAyYzktNDc0ZC05N2RmLTk1YzhkNGNjODdjYtgCBuACAQ;sid=112feb5c809e55c93c7a10cb30d87aae,United Kingdom,10.0,"Nothing :-),

Lovely area, lovely house, lovely hosts, a very rural area. Dinant 13 miles (20 km) to the North East is beautiful, a must see, drive along the river from Givet (6 miles (10 km) to the South East) to have the best experience.Thank you so much for your warm welcome and lovely stay. We would all love to visit again.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Nothing :-)</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Lovely area, lovely house, lovely hosts, a very rural area. Dinant 13 miles (20 km) to the North East is beautiful, a must see, drive along the river from Givet (6 miles (10 km) to the South East) to have the best experience.Thank you so much for your warm welcome and lovely stay. We would all love to visit again.</span></p>",Leisure trip~Family with young children~Four-Bedroom House~Stayed 7 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
19,Christmas stay,26-Dec-19,Nathanael,,23-00-2022,https://www.booking.com/reviews/be/hotel/stsauveur.en-gb.html?label=gen173nr-1BCA0oFUIJc3RzYXV2ZXVySDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEBiAIBqAIDuALtqdeHBsACAdICJDc0MDA5YzU2LTcxZWEtNDQxMS04YzAwLTcxZTYxZWI3YTkyM9gCBeACAQ;sid=2771074647254ed734fd41f6457b1d2b;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Hotel Saint Sauveur by WP Hotels,https://www.booking.com/hotel/be/stsauveur.en-gb.html?label=gen173nr-1FCA0oFUIJc3RzYXV2ZXVySDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEB-AELiAIBqAIDuALtqdeHBsACAdICJDc0MDA5YzU2LTcxZWEtNDQxMS04YzAwLTcxZTYxZWI3YTkyM9gCBuACAQ;sid=2771074647254ed734fd41f6457b1d2b,Belgium,9.0,"The stains on the floor in the room because of other customers ... .,

Everything","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">The stains on the floor in the room because of other customers ... .</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Everything</span></p>",Leisure trip~Couple~Design Room~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
20,Excellent.,06-Jan-20,Nicholas,,13-00-2022,https://www.booking.com/reviews/be/hotel/b-amp-b-hof-beygaert.en-gb.html?label=gen173nr-1BCA0oFUIUYi1hbXAtYi1ob2YtYmV5Z2FlcnRIM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQGIAgGoAgO4Au2p14cGwAIB0gIkMjNiMWM3YjUtZjM4ZC00NGE4LTkxNWMtZWNhYTAwYjUzNjJi2AIF4AIB;sid=b9f6654948b1637c80f38e30e12d7ba3;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,B&B Hof Beygaert,https://www.booking.com/hotel/be/b-amp-b-hof-beygaert.en-gb.html?label=gen173nr-1FCA0oFUIUYi1hbXAtYi1ob2YtYmV5Z2FlcnRIM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQH4AQuIAgGoAgO4Au2p14cGwAIB0gIkMjNiMWM3YjUtZjM4ZC00NGE4LTkxNWMtZWNhYTAwYjUzNjJi2AIG4AIB;sid=b9f6654948b1637c80f38e30e12d7ba3,United States,9.0,"nothing,

Breakfast was super and more then enough. Super friendly host and very flexible. The B&B also had a very good parkinglot, easily accesible.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">nothing</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Breakfast was super and more then enough. Super friendly host and very flexible. The B&amp;B also had a very good parkinglot, easily accesible.</span></p>",Leisure trip~Couple~Deluxe Studio~Stayed 3 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
